participant_id,group,E0,E_week24,E_week52,lambda_est,gamma_initial,gamma_week52,gamma_slope_per_week,K_est,circular_behavior_week24,circular_behavior_week52,replaced_by_week52
S3_01222,High_E_LT,0.7263,0.2295,0.078,0.047,0.0483,0.0,-0.031607,0.2859,0,1,0
S3_01223,High_E_LT,0.9699,0.3364,0.1052,0.0422,0.0479,0.0,-0.006397,0.4114,1,0,0
S3_01224,High_E_LT,0.7489,0.3302,0.1388,0.0337,0.0297,0.0,-0.04577,0.3355,0,1,0
S3_01225,High_E_LT,0.8719,0.5658,0.5838,0.0527,0.0467,0.1,0.01342,0.3217,1,0,0
S3_01226,High_E_LT,0.9476,0.3154,0.157,0.0391,0.0276,0.0,-0.013588,0.4503,0,0,0
S3_01227,Control_LT,0.4444,0.047,0.11,0.0899,0.0045,0.0,-0.022054,0.4126,0,0,0
S3_01228,High_E_LT,0.8593,0.1911,0.047,0.0581,0.0325,0.0,-0.010184,0.2892,0,0,1
S3_01229,Control_LT,0.6096,0.1571,0.0188,0.0895,0.0003,0.1,0.002637,0.5109,0,0,1
S3_01230,Control_LT,0.5037,0.0914,0.0378,0.096,0.0064,0.0,-0.00052,0.2024,0,0,0
S3_01231,High_E_LT,0.7587,0.7869,0.791,0.0231,0.0377,0.1,0.021269,0.3321,1,1,0
S3_01232,Control_LT,0.3575,0.0543,0.01,0.0955,0.0064,0.1,0.032767,0.4564,0,0,0
S3_01233,High_E_LT,0.6778,0.2467,0.0299,0.042,0.0354,0.0,-0.02847,0.1859,0,0,0
S3_01234,High_E_LT,0.7926,0.6707,0.6622,0.0371,0.0464,0.1,0.013615,0.4367,1,1,0
S3_01235,High_E_LT,0.9301,0.3194,0.0793,0.0444,0.0312,0.0,-0.006706,0.344,0,1,0
S3_01236,Control_LT,0.4971,0.027,0.01,0.0818,0.0067,0.0,-0.008442,0.4806,0,0,0
S3_01237,Control_LT,0.5832,0.2736,0.5084,0.093,0.002,0.1,0.003084,0.2118,0,1,0
S3_01238,Control_LT,0.5251,0.1643,0.0438,0.0463,0.0073,0.0,-0.017776,0.3548,0,0,1
S3_01239,High_E_LT,0.8231,0.2909,0.1045,0.044,0.0413,0.0,-0.006222,0.3376,0,0,1
S3_01240,Control_LT,0.5164,0.0535,0.0172,0.0968,0.0099,0.0,-0.023802,0.2806,0,0,1
S3_01241,Control_LT,0.4749,0.3568,0.3566,0.0725,0.0069,0.1,0.012595,0.433,0,1,0
S3_01242,High_E_LT,0.793,0.6873,0.7485,0.0315,0.0421,0.1,0.004755,0.3662,1,1,0
S3_01243,High_E_LT,0.8295,0.4555,0.2388,0.0236,0.0475,0.0,-0.013182,0.3441,1,0,0
S3_01244,Control_LT,0.5703,0.0549,0.01,0.1023,0.0105,0.0,-0.022707,0.4651,0,0,0
S3_01245,High_E_LT,0.7971,0.6492,0.6361,0.0366,0.0551,0.1,0.062957,0.455,1,1,0
S3_01246,High_E_LT,0.8089,0.5777,0.5773,0.0631,0.0453,0.1,0.002966,0.2024,1,1,0
S3_01247,High_E_LT,0.5937,0.2811,0.0794,0.0351,0.0487,0.0,-0.014778,0.408,0,1,0
S3_01248,High_E_LT,0.6533,0.256,0.0714,0.0414,0.0386,0.0,-0.013667,0.317,0,0,1
S3_01249,Control_LT,0.5191,0.1055,0.0235,0.0734,0.0063,0.0,-0.031834,0.372,0,1,1
S3_01250,High_E_LT,0.7495,0.6705,0.6862,0.0433,0.0574,0.1,0.022463,0.2528,1,1,0
S3_01251,High_E_LT,0.6917,0.5693,0.6388,0.0402,0.0407,0.1,0.033825,0.5156,0,1,0
S3_01252,High_E_LT,0.6658,0.7152,0.7493,0.0302,0.0407,0.1,0.004902,0.3672,1,1,0
S3_01253,High_E_LT,0.7906,0.4141,0.1263,0.0318,0.0454,0.0,-0.016181,0.3089,0,1,0
S3_01254,High_E_LT,0.7171,0.5164,0.5968,0.0614,0.0456,0.1,0.027934,0.2781,1,1,0
S3_01255,High_E_LT,0.5932,0.2717,0.0807,0.0331,0.0225,0.0,-0.009072,0.3814,0,1,0
S3_01256,Control_LT,0.545,0.0354,0.0241,0.0868,0.007,0.0,-0.035071,0.3696,0,0,1
S3_01257,High_E_LT,0.8628,0.5846,0.4911,0.0504,0.0509,0.1,0.003792,0.369,0,1,0
S3_01258,Control_LT,0.3768,0.0179,0.015,0.0929,0.0065,0.1,0.01239,0.4593,0,0,0
S3_01259,Control_LT,0.4118,0.0645,0.0234,0.0932,0.0006,0.0,-0.004991,0.2783,0,0,1
S3_01260,Control_LT,0.5327,0.4914,0.4689,0.0807,0.0,0.1,0.017435,0.2714,1,1,0
S3_01261,Control_LT,0.5832,0.1869,0.0262,0.0577,0.006,0.0,-0.036558,0.4356,1,0,1
S3_01262,High_E_LT,0.8989,0.5539,0.5468,0.0575,0.0349,0.1,0.062922,0.3675,1,0,0
S3_01263,Control_LT,0.7131,0.5437,0.5649,0.0655,0.0007,0.1,0.022768,0.2386,0,1,0
S3_01264,Control_LT,0.4906,0.3799,0.3562,0.092,0.0106,0.1,0.017536,0.3251,1,1,0
S3_01265,High_E_LT,0.8381,0.72,0.6073,0.0379,0.0526,0.1,0.041456,0.4038,1,1,0
S3_01266,Control_LT,0.5867,0.1473,0.1469,0.0954,0.0055,0.1,0.0024,0.3342,0,0,0
S3_01267,High_E_LT,0.7032,0.2034,0.01,0.047,0.0347,0.0,-0.007485,0.2523,0,0,0
S3_01268,Control_LT,0.4658,0.4656,0.5794,0.0551,0.008,0.1,0.006915,0.3708,1,1,0
S3_01269,High_E_LT,0.7367,0.615,0.6009,0.0474,0.0464,0.1,0.024412,0.45,1,1,0
S3_01270,High_E_LT,0.6936,0.7826,0.7648,0.0279,0.0512,0.1,0.009709,0.275,1,1,0
S3_01271,Control_LT,0.4723,0.2815,0.3083,0.0705,0.0056,0.1,0.004843,0.4212,0,0,0
S3_01272,High_E_LT,0.7407,0.6529,0.6018,0.0493,0.0311,0.1,0.02001,0.2458,1,1,0
S3_01273,High_E_LT,0.8031,0.8877,0.8789,0.0121,0.041,0.1,0.025601,0.4223,1,1,0
S3_01274,Control_LT,0.5316,0.0199,0.028,0.0981,0.0025,0.0,-0.007321,0.3759,0,0,1
S3_01275,High_E_LT,0.7495,0.3115,0.0496,0.0429,0.0316,0.0,-0.039664,0.3393,0,0,0
S3_01276,Control_LT,0.5149,0.1269,0.0404,0.0831,0.0118,0.0,-0.02539,0.3292,0,0,1
S3_01277,Control_LT,0.4416,0.0207,0.0702,0.098,0.0084,0.0,-0.033461,0.3418,0,0,0
S3_01278,High_E_LT,0.734,0.2517,0.0504,0.0458,0.0231,0.0,-0.004319,0.2533,0,0,0
S3_01279,High_E_LT,0.9018,0.553,0.4797,0.0538,0.0419,0.1,0.032169,0.4485,0,1,0
S3_01280,High_E_LT,0.5763,0.6482,0.6714,0.0358,0.0329,0.1,0.004241,0.1915,1,1,0
S3_01281,Control_LT,0.4746,0.0558,0.0413,0.0867,0.0058,0.0,-0.015408,0.4186,0,0,0
S3_01282,Control_LT,0.5997,0.0537,0.0405,0.104,0.0034,0.0,-0.004366,0.1925,0,0,1
S3_01283,Control_LT,0.4815,0.0361,0.0453,0.0835,0.0,0.0,-0.004796,0.2637,0,0,1
S3_01284,Control_LT,0.5743,0.0586,0.0569,0.0843,0.0,0.0,-0.012494,0.2372,0,0,0
S3_01285,Control_LT,0.5693,0.057,0.0126,0.0845,0.0036,0.0,-0.004576,0.3981,0,0,0
S3_01286,High_E_LT,0.6107,0.6591,0.638,0.0426,0.0543,0.1,0.031263,0.4211,1,1,0
S3_01287,Control_LT,0.6391,0.0613,0.01,0.1028,0.0031,0.0,-0.012529,0.3218,0,0,0
S3_01288,High_E_LT,0.6993,0.3491,0.168,0.0304,0.0416,0.0,-0.037146,0.2879,1,1,1
S3_01289,High_E_LT,0.8529,0.727,0.7659,0.035,0.0475,0.1,0.022941,0.3074,1,1,0
S3_01290,High_E_LT,0.706,0.1828,0.0294,0.0428,0.0196,0.0,-0.052518,0.4457,0,0,0
S3_01291,High_E_LT,0.7343,0.5905,0.6187,0.0514,0.0329,0.1,0.022182,0.2973,1,1,0
S3_01292,Control_LT,0.3709,0.5495,0.4829,0.0912,0.0053,0.1,0.028272,0.1968,0,0,0
S3_01293,High_E_LT,0.5638,0.2347,0.0343,0.0428,0.0336,0.0,-0.050977,0.3199,0,0,0
S3_01294,Control_LT,0.6155,0.2965,0.2531,0.0772,0.0,0.1,0.023516,0.5161,0,0,0
S3_01295,Control_LT,0.4092,0.1099,0.0208,0.1088,0.0056,0.1,0.005253,0.3708,0,0,1
S3_01296,Control_LT,0.6235,0.114,0.0826,0.066,0.0,0.0,-0.027617,0.3482,0,0,1
S3_01297,High_E_LT,0.6197,0.6601,0.6674,0.0398,0.0349,0.1,0.024056,0.3737,1,1,0
S3_01298,Control_LT,0.4502,0.0172,0.0419,0.101,0.0,0.0,-0.015392,0.4169,0,0,0
S3_01299,High_E_LT,0.8899,0.6536,0.6589,0.043,0.0483,0.1,0.018184,0.3826,1,1,0
S3_01300,Control_LT,0.5914,0.03,0.01,0.1077,0.0023,0.0,-0.004362,0.2628,0,0,0
S3_01301,High_E_LT,0.7679,0.2705,0.099,0.0403,0.0463,0.0,-0.020119,0.1869,0,1,0
S3_01302,High_E_LT,0.8019,0.6277,0.6726,0.035,0.037,0.1,0.040764,0.5171,1,1,0
S3_01303,High_E_LT,0.6881,0.2889,0.0858,0.0316,0.0522,0.0,-0.015453,0.4093,0,0,1
S3_01304,Control_LT,0.3947,0.5676,0.5494,0.0618,0.0075,0.1,0.007983,0.2468,1,0,0
S3_01305,High_E_LT,0.8809,0.7381,0.6826,0.035,0.0365,0.1,0.036601,0.312,1,1,0
S3_01306,Control_LT,0.4666,0.0528,0.0159,0.0784,0.0041,0.0,-0.006243,0.2739,0,0,0
S3_01307,High_E_LT,0.6739,0.2871,0.1406,0.0451,0.0321,0.0,-0.025842,0.2896,1,0,0
S3_01308,High_E_LT,0.7935,0.4113,0.1007,0.0452,0.0494,0.0,-0.001806,0.3257,0,1,0
S3_01309,Control_LT,0.2214,0.0166,0.0236,0.104,0.0131,0.0,-0.003029,0.415,0,0,0
S3_01310,Control_LT,0.6052,0.0489,0.036,0.0957,0.0017,0.0,-0.025711,0.335,0,0,1
S3_01311,High_E_LT,0.8662,0.2972,0.1083,0.0448,0.0358,0.0,-0.033423,0.3279,0,0,0
S3_01312,High_E_LT,0.7932,0.7029,0.7107,0.0391,0.0528,0.1,0.048422,0.21,1,1,0
S3_01313,High_E_LT,0.8108,0.328,0.0704,0.0396,0.0327,0.0,-0.062952,0.5091,0,0,0
S3_01314,High_E_LT,0.7726,0.2568,0.0916,0.0393,0.0274,0.0,-0.006291,0.3589,0,1,0
S3_01315,High_E_LT,0.8639,0.3554,0.1371,0.0396,0.0588,0.0,-0.047517,0.3457,1,1,0
S3_01316,High_E_LT,0.7371,0.2048,0.1054,0.0455,0.0333,0.0,-0.01921,0.2449,1,1,1
S3_01317,Control_LT,0.5673,0.0707,0.0148,0.1,0.0102,0.0,-0.027642,0.4603,0,0,1
S3_01318,High_E_LT,0.8178,0.2947,0.1662,0.0393,0.0253,0.0,-0.031969,0.3568,1,0,0
S3_01319,High_E_LT,0.7702,0.3082,0.0756,0.0394,0.0424,0.0,-0.014281,0.3809,1,0,0
S3_01320,Control_LT,0.6077,0.2275,0.1253,0.0458,0.0,0.00021,4e-06,0.335,0,0,0
S3_01321,High_E_LT,0.8254,0.6629,0.7179,0.0373,0.0545,0.1,0.010454,0.2784,1,1,0
S3_01322,High_E_LT,0.749,0.198,0.0809,0.0579,0.0493,0.0,-0.046461,0.3108,0,1,1
S3_01323,High_E_LT,0.7956,0.6432,0.6065,0.0508,0.0499,0.1,0.017294,0.2156,1,1,0
S3_01324,High_E_LT,0.7893,0.4623,0.3505,0.0261,0.0478,0.0,-0.003582,0.2626,0,1,0
S3_01325,High_E_LT,0.7978,0.2032,0.0667,0.0483,0.0343,0.0,-0.034434,0.4136,0,0,0
S3_01326,Control_LT,0.6496,0.3839,0.2301,0.0954,0.0041,0.1,0.040379,0.377,1,0,0
S3_01327,High_E_LT,0.6458,0.2057,0.0439,0.0414,0.0317,0.0,-0.01477,0.4513,0,1,0
S3_01328,Control_LT,0.6148,0.411,0.4498,0.0789,0.0017,0.1,0.004371,0.2837,0,0,0
S3_01329,High_E_LT,0.6746,0.24,0.022,0.0474,0.0457,0.0,-0.002262,0.2213,0,0,0
S3_01330,High_E_LT,0.7893,0.5012,0.1846,0.027,0.0482,0.0,-0.022012,0.3266,1,0,0
S3_01331,High_E_LT,0.8385,0.2683,0.0282,0.0585,0.0333,0.0,-0.016672,0.2604,0,0,0
S3_01332,High_E_LT,0.8481,0.3956,0.1888,0.0412,0.037,0.0,-0.017731,0.4384,0,0,1
S3_01333,High_E_LT,0.7295,0.2154,0.1182,0.0382,0.0439,0.0,-0.036547,0.3604,0,0,0
S3_01334,High_E_LT,0.662,0.3017,0.0756,0.0332,0.0457,0.0,-0.013811,0.3747,1,0,0
S3_01335,High_E_LT,0.617,0.6744,0.6878,0.0301,0.0321,0.1,0.01989,0.4573,1,1,0
S3_01336,High_E_LT,0.653,0.6248,0.6736,0.0456,0.0502,0.1,0.066265,0.4193,1,1,0
S3_01337,High_E_LT,0.6576,0.3585,0.1523,0.0332,0.0506,0.0,-0.008134,0.3364,1,0,0
S3_01338,High_E_LT,0.655,0.6697,0.6726,0.0436,0.0513,0.1,0.025222,0.287,1,1,0
S3_01339,High_E_LT,0.8214,0.5393,0.505,0.0359,0.0406,0.06102,0.000392,0.3312,1,1,0
S3_01340,Control_LT,0.3596,0.01,0.014,0.0923,0.0067,0.0,-0.018318,0.4284,0,0,0
S3_01341,Control_LT,0.4737,0.0953,0.0633,0.0838,0.0042,0.09905,0.001823,0.3448,0,0,1
S3_01342,High_E_LT,0.9197,0.7106,0.6781,0.037,0.0423,0.1,0.015015,0.5464,1,1,0
S3_01343,Control_LT,0.6719,0.1099,0.0646,0.0915,0.0082,0.0,-0.000272,0.3403,0,0,0
S3_01344,Control_LT,0.4888,0.016,0.01,0.1383,0.0089,0.0,-0.007487,0.2906,0,0,0
S3_01345,High_E_LT,0.7677,0.6875,0.6115,0.047,0.0401,0.1,0.00857,0.2097,1,1,0
S3_01346,High_E_LT,0.6478,0.6858,0.7814,0.0273,0.0342,0.1,0.032035,0.3201,1,1,0
S3_01347,High_E_LT,0.6209,0.5931,0.5406,0.0587,0.0345,0.1,0.046306,0.3028,1,1,0
S3_01348,Control_LT,0.5494,0.4313,0.4098,0.0861,0.008,0.1,0.007246,0.2948,1,1,0
S3_01349,High_E_LT,0.6986,0.6365,0.566,0.0434,0.0467,0.1,0.024638,0.5193,1,1,0
S3_01350,Control_LT,0.5031,0.3781,0.2573,0.086,0.001,0.1,0.016523,0.394,0,1,0
S3_01351,High_E_LT,0.5376,0.1666,0.0821,0.0432,0.0207,0.0,-0.03705,0.2767,0,1,0
S3_01352,Control_LT,0.4083,0.0236,0.01,0.1116,0.0095,0.0,-0.016836,0.4252,0,0,0
S3_01353,Control_LT,0.3576,0.5054,0.4996,0.0691,0.0049,0.1,0.032206,0.3329,1,0,0
S3_01354,Control_LT,0.344,0.3452,0.3979,0.0837,0.0,0.1,0.008443,0.3269,1,0,0
S3_01355,High_E_LT,0.7164,0.3482,0.3241,0.0417,0.029,0.05458,0.000491,0.4147,1,0,0
S3_01356,High_E_LT,0.6601,0.1217,0.086,0.0493,0.0386,0.0,-0.040654,0.2855,0,0,0
S3_01357,Control_LT,0.4672,0.5537,0.5851,0.0615,0.0009,0.1,0.026155,0.2645,1,1,0
S3_01358,Control_LT,0.4304,0.5176,0.4942,0.0734,0.0029,0.1,0.013023,0.2901,1,1,0
S3_01359,High_E_LT,0.628,0.2613,0.0465,0.0421,0.0435,0.0,-0.050287,0.3116,0,1,0
S3_01360,High_E_LT,0.7973,0.2279,0.0985,0.0365,0.0313,0.0,-0.013081,0.3125,0,0,0
S3_01361,Control_LT,0.5373,0.09,0.01,0.0737,0.0033,0.04807,0.000862,0.3722,0,0,0
S3_01362,High_E_LT,0.5555,0.2062,0.0339,0.0605,0.0334,0.0,-0.000981,0.3952,1,1,1
S3_01363,High_E_LT,0.741,0.3905,0.1896,0.0314,0.0394,0.0,-0.015422,0.2505,1,0,0
S3_01364,High_E_LT,0.68,0.6611,0.7127,0.0501,0.0394,0.1,0.00438,0.2062,1,1,0
S3_01365,Control_LT,0.4466,0.5337,0.5247,0.0557,0.0077,0.1,0.025478,0.3664,1,0,0
S3_01366,High_E_LT,0.6693,0.4997,0.5978,0.0466,0.0413,0.1,0.002277,0.3796,1,0,0
S3_01367,High_E_LT,0.68,0.3678,0.1611,0.0275,0.043,0.0,-0.02044,0.3888,0,1,0
S3_01368,High_E_LT,0.7449,0.6104,0.611,0.0462,0.0428,0.1,0.013148,0.3441,1,1,0
S3_01369,Control_LT,0.4102,0.0322,0.0869,0.1207,0.007,0.1,0.002502,0.3438,0,0,0
S3_01370,Control_LT,0.5363,0.01,0.01,0.1061,0.0048,0.0,-0.00428,0.1422,0,0,1
S3_01371,High_E_LT,0.6737,0.3689,0.1068,0.0269,0.0445,0.0,-0.005108,0.2957,1,0,0
S3_01372,Control_LT,0.4786,0.076,0.0101,0.0811,0.0059,0.0,-0.015949,0.5112,0,0,1
S3_01373,High_E_LT,0.7526,0.3844,0.0742,0.0351,0.0335,0.0,-0.013751,0.3521,0,0,0
S3_01374,High_E_LT,0.7353,0.2226,0.0895,0.0516,0.0411,0.0,-0.007333,0.4235,0,0,1
S3_01375,High_E_LT,0.7683,0.2332,0.0786,0.0499,0.0483,0.0,-0.014971,0.3958,0,0,0
S3_01376,Control_LT,0.702,0.5821,0.601,0.064,0.0039,0.1,0.006561,0.2415,1,1,0
S3_01377,Control_LT,0.6851,0.233,0.2156,0.1055,0.0119,0.1,0.009219,0.4126,0,0,0
S3_01378,High_E_LT,0.6755,0.6103,0.5345,0.0474,0.0475,0.1,0.014706,0.4622,1,0,0
S3_01379,Control_LT,0.4742,0.0666,0.01,0.0921,0.0066,0.0,-0.028352,0.322,0,0,0
S3_01380,High_E_LT,0.547,0.417,0.5324,0.0521,0.0429,0.07905,0.000696,0.2353,1,0,0
S3_01381,High_E_LT,0.6395,0.5862,0.6137,0.0297,0.0351,0.06052,0.000488,0.308,1,1,0
S3_01382,High_E_LT,0.7295,0.2491,0.01,0.0502,0.0373,0.0,-0.018847,0.3008,0,1,0
S3_01383,High_E_LT,0.6589,0.1631,0.0739,0.0474,0.0562,0.0,-0.023882,0.2477,0,0,0
S3_01384,Control_LT,0.6248,0.176,0.0509,0.0606,0.0,0.0,-0.030429,0.3353,0,0,0
S3_01385,High_E_LT,0.6396,0.6744,0.6928,0.0292,0.0395,0.1,0.019918,0.479,1,1,0
S3_01386,High_E_LT,0.7716,0.3241,0.1675,0.0274,0.0359,0.0,-0.009439,0.327,0,0,0
S3_01387,High_E_LT,0.7249,0.6344,0.6158,0.0452,0.0347,0.1,0.048794,0.2713,0,1,0
S3_01388,Control_LT,0.4939,0.0228,0.01,0.0855,0.0059,0.0,-0.003935,0.5389,0,0,0
S3_01389,High_E_LT,0.7106,0.6869,0.6502,0.0402,0.0434,0.1,0.036514,0.3127,1,1,0
S3_01390,High_E_LT,0.8982,0.5454,0.3155,0.0296,0.051,0.00547,-0.000875,0.3503,1,1,0
S3_01391,High_E_LT,0.9594,0.299,0.058,0.0474,0.0471,0.0,-0.010252,0.4232,1,0,1
S3_01392,Control_LT,0.4985,0.0792,0.0251,0.0757,0.0064,0.0,-0.040753,0.2549,0,0,0
S3_01393,High_E_LT,0.7473,0.314,0.0749,0.0483,0.0362,0.0,-0.002245,0.3518,1,0,0
S3_01394,High_E_LT,0.7337,0.3356,0.1012,0.0417,0.0397,0.0,-0.033283,0.22,0,0,0
S3_01395,High_E_LT,0.6689,0.1939,0.0221,0.0509,0.0309,0.0,-0.011339,0.3982,0,0,0
S3_01396,Control_LT,0.4485,0.4997,0.5436,0.0699,0.0002,0.1,0.006645,0.2449,0,1,0
S3_01397,High_E_LT,0.8007,0.6633,0.7375,0.0313,0.0391,0.1,0.002224,0.4297,1,1,0
S3_01398,Control_LT,0.5315,0.0815,0.0663,0.0674,0.0067,0.0,-0.022355,0.3734,0,0,0
S3_01399,Control_LT,0.2938,0.232,0.1114,0.1051,0.0039,0.1,0.011228,0.3687,1,0,0
S3_01400,High_E_LT,0.8201,0.7324,0.6904,0.0365,0.0465,0.1,0.031056,0.2519,1,1,0
S3_01401,High_E_LT,0.7337,0.3159,0.1895,0.0353,0.0351,0.0,-0.010758,0.3106,0,0,0
S3_01402,Control_LT,0.4379,0.4086,0.4325,0.0761,0.0055,0.1,0.021538,0.339,0,1,0
S3_01403,High_E_LT,0.7813,0.452,0.2391,0.0248,0.0421,0.0,-0.003144,0.456,1,0,0
S3_01404,High_E_LT,0.6608,0.2074,0.0351,0.0384,0.0436,0.0,-0.006211,0.4477,0,0,0
S3_01405,Control_LT,0.6609,0.0911,0.0571,0.0722,0.0072,0.0,-0.009171,0.1766,1,0,0
S3_01406,Control_LT,0.4637,0.3824,0.4454,0.0949,0.0071,0.1,0.014011,0.2504,0,0,0
S3_01407,High_E_LT,0.7643,0.2611,0.0326,0.0508,0.0352,0.0,-0.017346,0.3955,1,0,0
S3_01408,Control_LT,0.5799,0.2359,0.069,0.1148,0.0036,0.1,0.017343,0.3748,0,0,1
S3_01409,Control_LT,0.4937,0.0379,0.0121,0.0864,0.0008,0.0,-0.016523,0.2485,0,0,0
S3_01410,High_E_LT,0.7602,0.2385,0.0673,0.0453,0.0371,0.0,-0.015476,0.4607,1,1,0
S3_01411,Control_LT,0.6311,0.089,0.0281,0.0867,0.0,0.0,-0.022804,0.2351,0,0,1
S3_01412,High_E_LT,0.8498,0.5615,0.5703,0.0567,0.0517,0.1,0.043,0.2828,1,1,0
S3_01413,Control_LT,0.465,0.6222,0.6039,0.0577,0.0111,0.1,0.028171,0.1793,1,1,0
S3_01414,High_E_LT,0.6863,0.3627,0.1492,0.0299,0.0312,0.0,-0.00531,0.3256,0,0,0
S3_01415,Control_LT,0.5963,0.1114,0.0491,0.0762,0.0073,0.0,-0.031117,0.3541,0,0,0
S3_01416,High_E_LT,0.7656,0.259,0.089,0.0409,0.039,0.0,-0.016367,0.4087,1,0,0
S3_01417,Control_LT,0.4423,0.0295,0.0137,0.0834,0.0024,0.0,-0.006173,0.4116,0,0,0
S3_01418,Control_LT,0.1945,0.0264,0.01,0.0967,0.0053,0.0,-0.00491,0.158,0,0,0
S3_01419,High_E_LT,0.7099,0.1751,0.01,0.0484,0.0202,0.0,-0.006858,0.4377,0,0,0
S3_01420,High_E_LT,0.8426,0.1874,0.0124,0.0553,0.0267,0.0,-0.010007,0.4135,0,0,0
S3_01421,High_E_LT,0.8271,0.367,0.2526,0.0425,0.026,0.0,-0.000638,0.3664,1,1,0
S3_01422,Control_LT,0.5856,0.1177,0.01,0.0757,0.0006,0.0,-0.016012,0.3933,0,0,0
S3_01423,High_E_LT,0.7208,0.2839,0.0987,0.0444,0.0303,0.0,-0.049104,0.3155,0,0,0
S3_01424,High_E_LT,0.6841,0.2373,0.0188,0.0565,0.0539,0.0,-0.002061,0.485,0,0,1
S3_01425,High_E_LT,0.7108,0.1725,0.0317,0.0482,0.0492,0.0,-0.032477,0.2388,0,0,0
S3_01426,Control_LT,0.4959,0.5076,0.496,0.0693,0.0039,0.1,0.021688,0.3872,0,1,0
S3_01427,High_E_LT,0.8611,0.7216,0.7333,0.0295,0.0519,0.1,0.007986,0.3073,1,1,0
S3_01428,High_E_LT,0.6536,0.2362,0.0684,0.03,0.0299,0.0,-0.019171,0.4715,0,0,0
S3_01429,High_E_LT,0.7811,0.6892,0.6886,0.0435,0.025,0.1,0.027371,0.2153,0,1,0
S3_01430,High_E_LT,0.831,0.6533,0.6254,0.0411,0.0546,0.1,0.034796,0.3692,0,1,0
S3_01431,Control_LT,0.4211,0.0325,0.026,0.0844,0.008,0.04758,0.000762,0.3645,0,0,0
S3_01432,High_E_LT,0.8984,0.2675,0.0446,0.0459,0.0385,0.0,-0.025832,0.2276,0,1,0
S3_01433,Control_LT,0.3403,0.0407,0.0458,0.0765,0.0,0.0,-0.039949,0.3618,0,0,0
S3_01434,Control_LT,0.3523,0.1433,0.0546,0.0537,0.0026,0.0,-0.016887,0.2107,0,0,0
S3_01435,High_E_LT,0.7865,0.614,0.5777,0.0455,0.0223,0.1,0.029895,0.401,1,1,0
S3_01436,High_E_LT,0.8074,0.2384,0.0603,0.0384,0.0362,0.0,-0.002256,0.4312,1,0,0
S3_01437,Control_LT,0.6902,0.053,0.0132,0.0845,0.0014,0.0,-0.031866,0.4871,0,0,1
S3_01438,High_E_LT,0.6879,0.6708,0.6447,0.0416,0.0617,0.1,0.034708,0.3596,0,1,0
S3_01439,Control_LT,0.5628,0.1233,0.0214,0.0807,0.0048,0.0,-0.017739,0.2678,0,0,0
S3_01440,High_E_LT,0.8503,0.6239,0.6324,0.0429,0.0438,0.1,0.002791,0.4067,1,1,0
S3_01441,High_E_LT,0.6879,0.6864,0.6654,0.0428,0.0385,0.1,0.056701,0.2995,0,1,0
S3_01442,Control_LT,0.6576,0.0505,0.0348,0.0894,0.0069,0.0,-0.031043,0.445,0,0,0
S3_01443,High_E_LT,0.7277,0.664,0.673,0.0407,0.0461,0.1,0.010432,0.3939,1,1,0
S3_01444,High_E_LT,0.7382,0.5314,0.6275,0.0424,0.0564,0.09959,0.000831,0.3748,1,0,0
S3_01445,High_E_LT,0.6267,0.1213,0.0127,0.0529,0.0464,0.0,-0.010477,0.3516,0,0,1
S3_01446,High_E_LT,0.9821,0.7192,0.5963,0.0446,0.0243,0.1,0.013772,0.3084,1,1,0
S3_01447,Control_LT,0.4682,0.0447,0.0309,0.0876,0.0044,0.0,-0.028457,0.3062,0,0,0
S3_01448,Control_LT,0.7895,0.4774,0.4526,0.0824,0.0106,0.1,0.007991,0.2937,1,0,0
S3_01449,Control_LT,0.4616,0.0397,0.0358,0.07,0.0069,0.0,-0.00919,0.298,0,0,0
S3_01450,High_E_LT,0.5969,0.7881,0.802,0.0246,0.0344,0.1,0.013017,0.2726,1,1,0
S3_01451,High_E_LT,0.8588,0.7677,0.7074,0.0315,0.0494,0.1,0.013093,0.3349,1,1,0
S3_01452,High_E_LT,0.5536,0.5218,0.2922,0.0321,0.0413,0.00102,-0.000775,0.315,1,1,0
S3_01453,High_E_LT,0.6371,0.7909,0.846,0.0201,0.0636,0.1,0.006421,0.1991,1,1,0
S3_01454,High_E_LT,0.697,0.2436,0.055,0.0539,0.0343,0.0,-0.028424,0.3282,0,1,1
S3_01455,High_E_LT,0.7973,0.6664,0.7176,0.0437,0.0385,0.1,0.031585,0.3537,1,1,0
S3_01456,Control_LT,0.5615,0.0248,0.0406,0.0951,0.0,0.0,-0.003449,0.3281,0,0,0
S3_01457,High_E_LT,0.6697,0.7796,0.8022,0.0194,0.054,0.1,0.010256,0.4214,1,1,0
S3_01458,Control_LT,0.4815,0.0879,0.01,0.0625,0.0065,0.0,-0.02266,0.3871,0,0,0
S3_01459,High_E_LT,0.99,0.4155,0.2734,0.0322,0.039,0.0,-0.035146,0.4737,1,0,0
S3_01460,Control_LT,0.5323,0.4175,0.4983,0.067,0.0049,0.1,0.021803,0.4364,0,0,0
S3_01461,High_E_LT,0.8868,0.2714,0.0725,0.044,0.0375,0.0,-0.040057,0.3585,0,0,1
S3_01462,High_E_LT,0.8471,0.3688,0.1904,0.0292,0.0384,0.0,-0.02175,0.4445,0,1,0
S3_01463,High_E_LT,0.805,0.3386,0.1146,0.0355,0.0431,0.0,-0.024647,0.3851,0,0,0
